name,category,manufacturer,supplier,unit,pack_size,hsn_code,gst_rate,batch_no,purchase_price,sale_price,mrp_price,quantity,reorder_level,expiry_date
CLARIBID SUSPENSAN 21.15 30.ML,,,,,,3004,12,,110,,154.56,0,,
CLARIBID-500 10S,,,,,,3004,12,,318.69,,446.09,0,,
COLOSPA X TAB 15S,,,,,,3004,12,,239.73,,335.62,0,,
CORSANGO-D3 SYRUP 100ML,,,,,,3004,18,,84.74,,125,0,,
CREMAFIN FRESH TAB 10S,,,,,,3004,12,,7.28,,10.19,0,,
CREMAGEL 2% 30GM,,,,,,9019,12,,102.49,,143.48,0,,
CREMAPEG SYRUP 200ML,,,,,,3004,12,,265.34,,371.34,0,,
DELETUS BL SY 100ML,,,,,,3003,12,,100.71,,141,0,,
DIGENE GEL 200ML,,,,,,3004,12,,132.28,,185.19,0,,
DIGERAFT SUSPENSION 150ML,,,,,,3004,12,,209.15,,292.81,0,,
DUPHALAC 150ML 150ML,,,,,,3004,5,,150,,196.87,0,,
DUPHALAC BULK LEMON SYP 160ML,,,,,,3004,18,,334.92,,494,0,,
DUPHALAC ENEMA 300ML,,,,,,30022013,5,,295.2,,387.45,0,,
"ECORAL M 10,S",,,,,,3001,12,,131,,185,0,,
ENSURE DIA 400GM 400GM,,,,,,29309040,12,,686.56,,845,0,,
EPTOIN* 300ER 30S,,,,,,3004,12,,126.44,,177.02,0,,
ESGIPYRIN INSTAGEL 30GM,,,,,,3004,12,,71.07,,99.5,0,,
ESGIPYRIN SP TAB 10S,,,,,,3004,12,,76.43,,107,0,,
ESGIPYRIN TAB 10S,,,,,,3004,12,,101.24,,141.71,0,,
ESSUM 400GM 400GM,,,,,,2923,18,,287.53,,380,0,,
FOLLIHAIR NEW 30 TAB 30S,,,,,,3004,12,,542.7,,799.7,0,,
FORTIUS-10MG 10,,,,,,3003,12,,28.52,,39.93,0,,
GANATON OD CAP 10S,,,,,,3004,12,,223.83,,313.36,0,,
"GLUFORMIN G2 FORTE TAB 10,S",,,,,,30049099,12,,188.36,,263.71,0,,
HYDENT K PASTE 70GM,,,,,,3004,18,,133.56,,183.86,0,,
"INDERAL 40MG 15,S",,,,,,30049099,12,,36.37,,51.35,0,,
"INDERAL F 5MG 10,S",,,,,,29309040,12,,63.11,,88.35,0,,
INDERAL LA 40 15S,,,,,,3004,12,,38.52,,53.92,0,,
"INDIRAL LA 20MG 15,S",,,,,,30049099,12,,38.34,,53.68,0,,
INFLUVAC TETRA .05 ML,,,,,,30063004,0,,1200,,2222,0,,
"ISMO 10 MG 15,S",,,,,,29309040,12,,57.44,,80.41,0,,
ISOMIL POW 400G,,,,,,3004,18,,520.56,,675,0,,
KENACORT 10MG/1ML 1ML,,,,,,29309040,12,,67.68,,95.17,0,,
LIMCEE TAB 15S,,,,,,3004,12,,18.8,,26.32,0,,
LOBATE GM LOTION 25ML,,,,,,3004,12,,58.07,,81.3,0,,
LOBATE S OINTMENT 30GM,,,,,,3004,12,,167.13,,233.98,0,,
LOFATIN CREAM 30GM,,,,,,3004,12,,210.71,,295,0,,
MALIDENS 650MG TAB 10S,,,,,,3004,12,,13.8,,19.32,0,,
MALIDENS DS SYP 60ML,,,,,,3004,12,,27.12,,37.97,0,,
MONTI-FX 10S,,,,,,3004,12,,156.91,,219.65,0,,
MYOMOVE 10 10S,,,,,,3004,18,,180.16,,265.74,0,,
NYLON SILK FINE 1,,,,,,30049099,12,,11,,0,0,,
PARIT D CAP 10S,,,,,,3004,12,,104.63,,146.49,0,,
PEDIASURE VANILA 400GM 400GM,,,,,,3004,0,,700.7,,770,0,,
PROTHIADEN M TAB 15S,,,,,,3004,12,,171.99,,240.79,0,,
"REJOINT UC PLUS 10,S",,,,,,30040,18,,793.22,,1170,0,,
"RESTICLIN 250 10,S",,,,,,3004,5,,18.37,,24.11,0,,
RIVOTRIL .05MG 15TAB,,,,,,3004,12,,41.41,,57.96,0,,
RZOLE-DSR 10CAP,,,,,,3004,12,,13.2,,154.97,0,,
SELSUN SAMPOO 60ML,,,,,,3004,12,,150,,210,0,,
"SFEXIM 200MG 10,S",,,,,,3001,12,,36.56,,109.41,0,,
"SIAGLIDE M 500 15,S",,,,,,3004,12,,187.98,,263.17,0,,
SIMILAC MT 400GM 400MGM,,,,,,3004,18,,462.71,,600,0,,
SIMILAC NEOSURE 400GM,,,,,,3004,18,,566.82,,735,0,,
SIMILAC PLUS 1 400G,,,,,,3005,18,,736.48,,955,0,,
SITAXA DM/10/100/1000 TAB 10'S,,,,,,3003,12,,164.29,,230,0,,
"SOLFE EXTRA TABLET 15,S",,,,,,29309040,12,,216.07,,302.5,0,,
STATOR ASP 75 10S,,,,,,3004,12,,63.18,,88.24,0,,
"STATOR CV 15,S",,,,,,3001,12,,130.11,,182.16,0,,
SURBEX-XT TAB 15S,,,,,,3004,12,,70.29,,98.4,0,,
THYONOROM 150MG TAB 1JAR,,,,,,3004,12,,163.2,,228.48,0,,
THYRONORM 100MG TAB 100S,,,,,,3004,12,,126.72,,177.4,0,,
THYRONORM 112MG 120,,,,,,29309040,12,,142.08,,198.91,0,,
THYRONORM 12.5MG 50S,,,,,,3004,12,,144.55,,202.37,0,,
THYRONORM 125 100 TAB,,,,,,3004,12,,162.24,,227.13,0,,
THYRONORM 25 MG 100 TAB,,,,,,3004,12,,141.26,,197.77,0,,
THYRONORM 50MG TAB 100S,,,,,,3004,12,,100.59,,140.83,0,,
THYRONORM 62.5MCG 120TAB,,,,,,3004,12,,154.56,,216.38,0,,
THYRONORM 75MCG 1*100S,,,,,,3004,12,,140.17,,196.24,0,,
THYRONORM 88MG 1JAR,,,,,,30049099,12,,158.23,,221.51,0,,
TIXYLIX LS SYP 100ML,,,,,,3004,12,,60.71,,85,0,,
TOSSEX DMR 100ML,,,,,,3004,12,,56.5,,79.1,0,,
TRIBET 2MG 10TAB,,,,,,3003,12,,260.43,,364.6,0,,
TYZA 1% POWDER 50GM,,,,,,30042099,12,,102.5,,143.5,0,,
TYZA CREME 10GM,,,,,,3004,12,,64.37,,90.12,0,,
"UDILIV 450MG 15,S",,,,,,30022013,5,,499.18,,655.17,0,,
"VERTIN OD 24 7,S",,,,,,3003,12,,394.97,,552.94,0,,
"VERTIN OD 48 15,S",,,,,,3004,12,,666,,932.4,0,,
VERTIN OD 48MG TAB 10S,,,,,,3004,12,,282.56,,395.57,0,,
VONEFI 20MG 10S,,,,,,30042099,12,,112.86,,158,0,,
XEVOR 10MG 10S,,,,,,3004,12,,107.14,,150,0,,
"ZEN 200MG 10,S",,,,,,3001,12,,12.56,,17.58,0,,
"ZOLFRESH 10MG 15,S",,,,,,3003,12,,102.11,,142.96,0,,
"ZOLFRESH 5MG 15,S",,,,,,2106,12,,74.51,,104.32,0,,
ADIZA 10MG 10S,,,,,,3004,12,,80.82,,105,0,,
CREMADITE 300GM POW 300GM,,,,,,3004,12,,170.24,,238.34,0,,
CREMAFFIN (BLUE) 170 ML,,,,,,3004,12,,113.3,,158.62,0,,
CREMAFFIN (PINK) 170ML,,,,,,3004,12,,113.3,,158.62,0,,
DIGECAINE SYP 170ML,,,,,,3004,12,,81.07,,113.5,0,,
DIGENE GEL (L) 450ML,,,,,,3004,12,,188.45,,263.83,0,,
EPTOIN INJ 2 ML,,,,,,3004,12,,8.92,,11.61,0,,
FLAGYL 200MG 15S,,,,,,3004,12,,9.82,,13.74,0,,
INDERAL F 10 15'S,,,,,,3004,12,,84.32,,118.05,0,,
PROTHIADIN 50MG TAB 10S,,,,,,3004,12,,250.3,,350.42,0,,
THYONORM 75 TAB 1POT,,,,,,3004,12,,140.19,,196.24,0,,
CREMALAX TAB 10S,,,,,,3004,12,,158.19,,221.46,0,,
DIGENE GEL (OR) SYP 170ML,,,,,,3004,12,,120.27,,168.36,0,,
GANATONE TAB 1*10S,,,,,,3004,12,,74.29,,104,0,,
"CALJEEV TAB 10,S",,,,,,29309040,12,,103.57,,145,0,,
GEOZN LIQ 100ML,,,,,,29309040,12,,85.72,,120,0,,
GESTOFIT SR 50/2ML 2ML,,,,,,29309040,12,,140.64,,196.9,0,,
POTANCE KID SYP 100ML,,,,,,2936,18,,134.93,,198.49,0,,
POTANCE KIDS DROP 30ML,,,,,,3005,18,,128.99,,189.75,0,,
PROKNOT Z SACHET 1GM,,,,,,3001,12,,210.64,,294.9,0,,
"RELIFE KIDS MDT 10,S",,,,,,30049099,12,,64.11,,89.75,0,,
SERVIL BABY 60ML,,,,,,3004,12,,17.86,,25,0,,
TIZAN 2 10S,,,,,,29309040,12,,140.71,,197,0,,
ARDEN-325 10S,,,,,,3004,12,,29.1,,40.73,0,,
CONIDERM 100 MG CAP 4S,,,,,,3004,12,,28.57,,40,0,,
SERVIL BABY LS DROP 15ML,,,,,,3004,12,,28.79,,44.5,0,,
SERVIL BABY PLUS SY 60ML,,,,,,3004,12,,17.86,,25,0,,
SERVIL LS SY 60ML,,,,,,3004,12,,42.31,,59.24,0,,
SERVIL-LS JUNIOR 60ML,,,,,,3004,12,,69.32,,97,0,,
AMINOGLOBIN SYP 300ML,,,,,,3004,12,,171.44,,240,0,,
ARDEN (JR) TAB 10S,,,,,,3004,12,,12.36,,17.3,0,,
ARDEN 250 TAB 10S,,,,,,3004,12,,16.16,,22.63,0,,
ARDEN 500 TAB 10S,,,,,,3004,12,,9.84,,13.78,0,,
ARDEN 650MG TAB 10S,,,,,,3004,12,,20.76,,29.06,0,,
ARDEN-A 10S,,,,,,3004,12,,38.5,,53.9,0,,
COLDAID TAB 10 TAB,,,,,,3004,12,,33.57,,47,0,,
CONIDERM F CREAM 15 GM,,,,,,3004,12,,64.82,,90.75,0,,
SERVIL EXP. 100ML,,,,,,3004,12,,58.93,,82.5,0,,
SERVIL JUNIOR 60ML,,,,,,3004,12,,68.15,,95.39,0,,
SERVIL-D SY 100ML,,,,,,3004,12,,50,,70,0,,
AGLOZYME C SYRUP 200ML,,,,,,3004,12,,81.44,,114,0,,
AGLOZYME JUNIOR SYP 60ML,,,,,,3004,12,,55.72,,78,0,,
AGLOZYME SYP 200ML,,,,,,3004,12,,97.14,,136,0,,
BIODINE 15GM OINT 15GM,,,,,,3004,12,,11.85,,50.05,0,,
INSTARYL D SYP 100ML,,,,,,3004,12,,50.84,,66.5,0,,
INSTARYL EXP. 100ML,,,,,,3004,12,,46.25,,60.5,0,,
INSTARYL P SYP 100ML,,,,,,3004,12,,51.15,,71.61,0,,
LIZOMED DRY SYRUP 30ML,,,,,,3004,12,,105.71,,148,0,,
PANCEF O 200 TAB 10S,,,,,,3004,12,,86.02,,109,0,,
ACVAKETO SOAP 75G,,,,,,3004,18,,27.12,,125,0,,
ANTIBACTRIN-OIL 1PH,,,,,,3004,12,,15.09,,20,0,,
APDROPS DM EYE DROPS 5ML,,,,,,3003,12,,131.07,,183.5,0,,
APDROPS E/DROP 5ML,,,,,,3004,12,,92.86,,130,0,,
APDROPS KT DROPS 5ML,,,,,,30043200,12,,131.42,,184,0,,
AQUASOFT FC FACIAL CREAM 60G 60GM,,,,,,3004,18,,181.69,,268,0,,
ATORFIT CV 10 10S,,,,,,3004,12,,106.67,,140,0,,
ATORFIT CV 20 TAB 10S,,,,,,3004,12,,312.14,,437,0,,
ATORFIT CV 40CAP 10'S,,,,,,3004,12,,305,,427,0,,
BETOACT E/DROP 5ML,,,,,,3004,12,,139.29,,195,0,,
BIDIN T EYE DROP 5ML,,,,,,29309040,12,,180,,252,0,,
BILANIX FORTE 40MG 10,,,,,,29309040,12,,142.15,,199,0,,
"BILANTA 20MG 10,S",,,,,,29309040,12,,105,,147,0,,
BIMAT EYE DROPS 3ML,,,,,,3004,12,,325,,455,0,,
BIMAT T EYE DROP 3ML,,,,,,3001,12,,325,,455,0,,
BOROLIN-OINT-20MG 1XPH,,,,,,3004,12,,9.17,,30,0,,
BRIVEX EYE DROPS 5ML,,,,,,3001,12,,397.86,,557,0,,
CILAMET XL 50 15S,,,,,,3004,12,,115.36,,161.5,0,,
CINOD 10 15S,,,,,,3004,12,,89.29,,125,0,,
CINOD-20 10S,,,,,,3004,12,,80,,105,0,,
DIOVOL MINT SYP 170ML,,,,,,3004,12,,88.07,,137,0,,
"FEBURIC 20MG 15,S",,,,,,29309040,12,,123.21,,172.5,0,,
FEBURIC 40 TAB 1*10S,,,,,,3004,12,,165,,231,0,,
FEBURIC TAB 20MG 10'S,,,,,,3004,12,,117.5,,164.5,0,,
GATE DM BAK FREE EYE D 5ML,,,,,,3003,12,,80,,112,0,,
HICKS-THEROM-DIG-18 1PH,,,,,,3004,18,,110.95,,198,0,,
"ILASTAR 200 CAP 10,S",,,,,,3004,12,,55,,247.74,0,,
ITAPRO 100 7S,,,,,,3004,12,,65.54,,91.75,0,,
IVERA CREAM 30GM,,,,,,3004,12,,89.29,,125,0,,
LOTEL E/DROP 5ML,,,,,,3004,12,,138.93,,194.5,0,,
LUCOZ 50GM 50GM,,,,,,3004,12,,234.29,,328,0,,
LUCOZ CREAM 15GM,,,,,,3004,12,,133.57,,187,0,,
M.C2%BD 1DOZ,,,,,,3004,12,,13.93,,29,0,,
ME-12 OD TAB 10S,,,,,,3004,12,,0,,79,0,,
MELACARE CREAM 20GM,,,,,,3004,12,,185,,259,0,,
MELACARE GLOW FC WASH 100GM 100GM,,,,,,3004,18,,63.56,,287,0,,
"MERCAVIT 12G CAP 10,CAP",,,,,,3004,18,,45,,399,0,,
MET XL 12.5 10 TAB,,,,,,3004,12,,83.57,,117,0,,
MET XL 25 10 TAB,,,,,,3004,12,,69.11,,96.76,0,,
MET XL 50 15S TAB,,,,,,3004,12,,93.44,,130.81,0,,
MET XL AM 25 10 TAB,,,,,,3004,12,,83.75,,117.25,0,,
MET XL AM 50 10 TAB,,,,,,3004,12,,233.57,,327,0,,
"MET XL AMT 50/5/40MG 10,S",,,,,,3001,12,,119.52,,167.33,0,,
"METXL 100MG 15,S",,,,,,3001,12,,217.04,,303.85,0,,
METXL AM 5/25 15TAB,,,,,,3004,12,,67.2,,94.08,0,,
"METXL AM T50/5/40 TAB 10,S",,,,,,3004,12,,113.84,,159.37,0,,
"METXL AMT 50/5/40 10,S",,,,,,3003,12,,113.84,,159.37,0,,
METXL AMT 50/5/40 10S,,,,,,30049099,12,,113.84,,159.37,0,,
MONTEK BL TAB 10,,,,,,3004,12,,147.86,,207,0,,
MOX CLAV 375MG 10,,,,,,3004,12,,188.57,,264,0,,
MOXIFORD EYE DROP 5ML,,,,,,3004,12,,13.87,,70,0,,
NEPAFLAM EYE DROPS 5 ML,,,,,,3004,12,,180.71,,253,0,,
NS-500ML-JEDUX 500ML,,,,,,3004,12,,16.5,,39.04,0,,
OCUMOIST MAX EYE DROPS 10 ML,,,,,,3001,12,,240,,336,0,,
OVICARD SR 10S,,,,,,3004,12,,250,,350,0,,
P-40-DSR CAP 10CAP,,,,,,3004,12,,14.35,,175,0,,
PERODUO GEL 15GM 15GM,,,,,,3004,12,,335.71,,470,0,,
PRIXAIN GEL 30G 30G,,,,,,30049099,12,,169.29,,237,0,,
ROSUFIT CV 10MG 10S,,,,,,3004,12,,260.71,,365,0,,
"ROSUFIT F 10/160MG 15,S",,,,,,3004,12,,259.29,,363,0,,
SOFTVISE EYE DROPS 10ML,,,,,,3004,12,,195.71,,274,0,,
SORVATECOINT 20MG,,,,,,3004,12,,324.64,,454.5,0,,
SUNSTOP 19 CREAM 60GM,,,,,,19019010,18,,244.75,,361,0,,
"TAPENAX ER 50MG 10,S",,,,,,3004,12,,195,,273,0,,
TELVAS H40/12.5MG 10,,,,,,3004,12,,65.71,,92,0,,
THYRONORM 37.5TAB 120,,,,,,3004,12,,140.69,,196.96,0,,
TOPISAL 3% CREAM 30GM,,,,,,3004,12,,62.14,,87,0,,
URISOFT CAP 10S,,,,,,2106,18,,162.71,,240,0,,
VERTIZAC TAB 10S,,,,,,3004,12,,96.43,,135,0,,
VIMERAL 500ML 500ML,,,,,,30063004,0,,529,,730,0,,
VIRSON GEL 5GM,,,,,,3004,5,,131.05,,172,0,,
ZEZINCO SY 200ML,,,,,,3004,18,,30,,176,0,,
"AZMARDA 50MG 14,S",,,,,,29309040,12,,478.72,,670.21,0,,
CISSQ PLUS 10TA,,,,,,3004,12,,212.15,,297,0,,
PHLOGAM TAB 10S,,,,,,3004,12,,155.15,,203.63,0,,
REUTIN DROP 3.5ML,,,,,,2923,18,,338.31,,499,0,,
AKUMENTIS-EL SACHETS 21.8GM 21.8GM,,,,,,30022013,5,,6.75,,23,0,,
"ALL 9 NVP 10,S",,,,,,30049099,12,,135.13,,189.18,0,,
ALL 9D 10CAP,,,,,,29309040,12,,191.68,,268.35,0,,
CODCHARGE,,,,,,30040,18,,6.19,,6.19,0,,
D LIQ 800IU 15ML,,,,,,3004,12,,105.29,,147.4,0,,
DELPOMONT SUSPENSION 100ML,,,,,,3004,12,,95,,128,0,,
HYDRONIC MOISTURIZING CREAM 50 50GM,,,,,,30040,18,,236.61,,349,0,,
NEWBONA ACTIVE 10S,,,,,,3004,12,,282.14,,395,0,,
NOSOAP PH 5.5 GENTLE FACE&BODY 125ML,,,,,,30040,18,,257.63,,380,0,,
P.D COL 10S,,,,,,29309040,12,,6.85,,25,0,,
PLATFROMFEE,,,,,,30040,18,,3.43,,3.43,0,,
"TENELIGLIP 20MG 10,S",,,,,,30042099,12,,88.64,,124.1,0,,
TRUMIST LOTION 200ML,,,,,,2923,18,,319.32,,471,0,,
"VILMAX M 500MG 15,S",,,,,,29309040,12,,111.43,,156,0,,
WELMINIC LS DROP 15ML,,,,,,29309040,12,,40.86,,57.2,0,,
ADLIV SYP 200ML,,,,,,3004,12,,77.14,,108,0,,
ALAMIN FORTE CAP 10 CAP,,,,,,3004,12,,67.86,,95,0,,
ALAMIN M FORTE TAB 10S,,,,,,3004,12,,67.86,,95,0,,
COGNITRUST DHA X MANGO 200ML 200ML,,,,,,2936,18,,541.7,,799,0,,
CYCLOTIN 20MG 15S,,,,,,3004,12,,49.8,,69.72,0,,
CYP-L LIQUID. 200ML,,,,,,3004,12,,63.94,,89.5,0,,
DAPAZOL S 10/100 TAB 10,,,,,,3004,12,,203.57,,285,0,,
DEREK L 10S,,,,,,3004,12,,110,,154,0,,
EVICT SOLUTION 100ML,,,,,,30022013,5,,101.95,,127.44,0,,
EVICT SOLUTION 200 ML,,,,,,3004,5,,173.04,,216.3,0,,
EVICT SYP 100ML,,,,,,3004,5,,86.48,,113.5,0,,
FORLAST PLUS TAB,,,,,,3004,12,,518.57,,726,0,,
METMAX INJ 1ML,,,,,,3003,12,,35,,49,0,,
PLACENTREX GEL 20GM,,,,,,3004,12,,95,,133,0,,
PLACENTREX INJ 2ML,,,,,,3004,12,,80.19,,112.27,0,,
SHEFA E HAYAT,,,,,,3004,12,,16.74,,30,0,,
SIOPLEX LYSIN 200ML,,,,,,3004,12,,70.71,,99,0,,
SIOTONE CAP 10S,,,,,,3004,12,,100,,140,0,,
VERBET 16 TAB 10S,,,,,,3004,12,,79.29,,111,0,,
VERBET-24 10S,,,,,,3004,12,,112.14,,157,0,,
VERBET-8 10S,,,,,,3004,12,,41.43,,58,0,,
VILTAB 50/500 15,,,,,,3004,12,,85.1,,119.13,0,,
XOTEN C 10 CAP 15,,,,,,3004,12,,113.14,,158.39,0,,
SYSTANE GEL 10ML,,,,,,29309040,12,,450.71,,631,0,,
SYSTANE ULTRA DROP 10ML,,,,,,3004,12,,423.2,,591,0,,
TRAVATAN DROP 5ML,,,,,,33049029,12,,665.74,,932,0,,
VIGAMOX EYE DROP 5 ML,,,,,,3004,12,,307.51,,430.5,0,,
AL5ZYME CAPSULES 10S,,,,,,3004,12,,60.07,,84.1,0,,
AL5ZYME LIQUID 100ML,,,,,,2106,18,,90.85,,134,0,,
ASCAL GOLD 1LIT,,,,,,30063004,0,,176,,265,0,,
AZITHRAL 5D TAB 1*5S,,,,,,3004,12,,91.29,,118.6,0,,
AZITHRAL XL 100SY 15ML,,,,,,3004,12,,36.22,,50.7,0,,
AZITHRAL XL 200 SY 30ML,,,,,,3004,12,,86.08,,114.24,0,,
AZITHRAL-200LIQ 15ML,,,,,,3004,12,,40.8,,57.12,0,,
"BLADMIR 50MG 10,S",,,,,,3004,12,,272.78,,381.9,0,,
BROZEET LS DROP 15ML,,,,,,3004,12,,35.18,,49.25,0,,
BROZEET LS SYP 100ML,,,,,,3004,12,,93,,130.2,0,,
BROZEET-SYP 100ML,,,,,,3004,12,,60.61,,84.85,0,,
CLOFF 125MG SYP 30ML,,,,,,3004,12,,97.2,,136.08,0,,
CRINA NCR 10MG 10,,,,,,29309040,12,,154,,215.6,0,,
DARIF 7.5MG 10S,,,,,,3004,12,,242.86,,340,0,,
DELTON 60MG CAP 10S,,,,,,3004,12,,147.82,,206.95,0,,
EPHEDREX PLUS 100ML,,,,,,3004,12,,51.93,,72.7,0,,
ETERNEX M 500 10,,,,,,3003,12,,151.29,,211.8,0,,
FREEGO POWDER 150GM,,,,,,3004,12,,226.5,,317.1,0,,
FUROBID-500 TAB 4S,,,,,,3004,12,,105.68,,147.95,0,,
GESTOFIT SR 200MG 10S,,,,,,3004,12,,266.97,,373.75,0,,
GESTOFIT SR 300 10S,,,,,,3004,12,,380.08,,498.85,0,,
HERMIN ORAL 5MG 5GM,,,,,,30049099,12,,54.14,,75.8,0,,
LAVETA M SYP 60ML,,,,,,3004,12,,72.22,,101.1,0,,
LAVETA M TAB 10S,,,,,,3004,12,,173.15,,242.4,0,,
LAVETA SYP 30ML,,,,,,3004,12,,80.86,,113.2,0,,
MAGADAL SYP 200ML,,,,,,30042099,12,,34.65,,48.32,0,,
MAGADOL-TAB 10S,,,,,,3004,12,,51.46,,72.05,0,,
MOXOFT EYE DROP 5ML,,,,,,3004,12,,127.5,,178.5,0,,
PANPLUS-40 10S,,,,,,3004,12,,46.53,,60.45,0,,
REKOOL L TAB 10S,,,,,,3004,12,,161.86,,226.6,0,,
REVAS H TAB 10S,,,,,,3004,12,,64.57,,90.4,0,,
RICHER CR TABLET 10S,,,,,,3004,12,,98.46,,137.85,0,,
ROSAVE 10MG 15,,,,,,29309040,12,,250,,350,0,,
TELLZY 40MG 10S,,,,,,3004,12,,71.76,,100.46,0,,
TELLZY AM 101S,,,,,,3004,12,,193.72,,271.2,0,,
TELLZY CH 40MG 10S,,,,,,3004,12,,143.1,,200.35,0,,
TELLZY RS TAB 10S,,,,,,3004,12,,76.45,,99.33,0,,
TELLZY-H 10S,,,,,,3004,12,,127.57,,178.6,0,,
"VEHYCAL XT TAB 15,S",,,,,,3004,12,,224.29,,314,0,,
"VOAG L TAB 10,S",,,,,,30042099,12,,132.14,,185,0,,
"VOAGE MS 500 15,S",,,,,,30042099,12,,203.57,,285,0,,
WIKORYL AF DROPS 10ML,,,,,,3004,12,,47.57,,66.6,0,,
WIKORYL AF SYP 60ML,,,,,,3004,12,,35.82,,50.15,0,,
ZEET-EXP 100ML,,,,,,3004,12,,95.37,,133.5,0,,
ZOFIX 200 TAB 10S,,,,,,3004,12,,58.07,,81.3,0,,
"ALMOX 250MG CAP 10,S",,,,,,3004,12,,17.42,,40.99,0,,
"ALMOX CV 625 10,S",,,,,,29309040,12,,67,,204.94,0,,
ALPROVIT POW 200GM,,,,,,3004,18,,283.39,,418,0,,
AMITAX 500 INJ 2ML,,,,,,3004,5,,68.95,,90.5,0,,
"ATOZ AMINO TAB 15,S",,,,,,3005,18,,152.55,,225,0,,
BISOHEART 5TAB 10,,,,,,29309040,12,,73.46,,102.85,0,,
CARIYA TAB 10S,,,,,,3004,12,,244.07,,360,0,,
"CLAVAM 1G 10,S",,,,,,3004,12,,264.29,,370,0,,
"CLAVAM XR TAB 10,S",,,,,,29309040,12,,496.42,,695,0,,
CLAVPOD 325 10,,,,,,3004,12,,277.14,,388,0,,
COSVATE GM ++CREAM 20GM,,,,,,3004,12,,58.1,,81.33,0,,
CRANVOID SOLUTION 200ML,,,,,,2923,18,,200,,295,0,,
"DAPANORM M10 FORTE 10TAB 10,S",,,,,,3004,12,,113.57,,159,0,,
DAPANORM TRIO TAB 10S,,,,,,3001,12,,169.65,,237.5,0,,
"DEPAXIL CR 25MG 10,S",,,,,,3004,12,,195,,273,0,,
DIGIPEN DROP 15ML,,,,,,3004,12,,85,,119,0,,
DIGIPEN SYP 200ML,,,,,,3004,12,,101.43,,142,0,,
DILZEM 30 MGTAB,,,,,,3004,12,,32.15,,45.01,0,,
"DYDROSURE 10MG 10,S",,,,,,3004,12,,473.54,,663,0,,
ECOD PLUS 15S,,,,,,3004,18,,200,,295,0,,
"ENZOCORT 6MG 10,S",,,,,,2202,12,,147.14,,206,0,,
"ES OMEPRAZ DSR 10,S",,,,,,3004,12,,25,,105,0,,
GEMCAL CAP 10S,,,,,,3004,12,,271.43,,380,0,,
GEMCAL D3 CAP 10S,,,,,,3004,12,,155,,217,0,,
"GEMCAL KIT TAB 7,S",,,,,,3004,12,,202.14,,283,0,,
"GEMCAL XT 15,S",,,,,,3001,12,,176.78,,247.5,0,,
GLUCOBAY M 50 10S,,,,,,3004,12,,133.57,,187,0,,
"GLUCORYL M1 15,S",,,,,,29309040,12,,124.29,,174,0,,
GLUCORYL MV2 15,,,,,,29309040,12,,264.29,,370,0,,
GLUCORYL-M1 FORTE 10'S,,,,,,3004,12,,120,,168,0,,
INDIKOF LS 60ML 60ML,,,,,,3004,12,,66.43,,93,0,,
"JUPIROS GOLD 10 TAB 10,S",,,,,,29309040,12,,165.71,,232,0,,
JUPIROS-10MG 10,,,,,,3004,12,,150.71,,211,0,,
